,Hotel Name,Address,Rating (5),Price (2)
1690,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1691,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1692,Madeline,"MS Nagar, West Pune",4.4,900
1693,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1694,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1695,Mughal's,"MF Road, West Pune",5.0,1000
1696,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1697,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1698,High Garden,"GS Bapat Road, West Pune",4.2,1000
1699,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1700,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1701,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1702,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1703,Wok Toss,TG West Pune,4.7,1000
1704,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1705,Fountain House,HG West Pune,4.4,1500
1706,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1707,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1708,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1709,Little Italy,"IS Nagar, West Pune",4.1,1500
1710,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1711,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1712,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1713,Madeline,"MS Nagar, West Pune",4.4,900
1714,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1715,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1716,Mughal's,"MF Road, West Pune",5.0,1000
1717,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1718,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1719,High Garden,"GS Bapat Road, West Pune",4.2,1000
1720,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1721,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1722,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1723,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1724,Wok Toss,TG West Pune,4.7,1000
1725,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1726,Fountain House,HG West Pune,4.4,1500
1727,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1728,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1729,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1730,Little Italy,"IS Nagar, West Pune",4.1,1500
1731,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1732,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1733,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1734,Madeline,"MS Nagar, West Pune",4.4,900
1735,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1736,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1737,Mughal's,"MF Road, West Pune",5.0,1000
1738,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1739,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1740,High Garden,"GS Bapat Road, West Pune",4.2,1000
1741,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1742,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1743,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1744,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1745,Wok Toss,TG West Pune,4.7,1000
1746,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1747,Fountain House,HG West Pune,4.4,1500
1748,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1749,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1750,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1751,Little Italy,"IS Nagar, West Pune",4.1,1500
1752,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1753,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1754,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1755,Madeline,"MS Nagar, West Pune",4.4,900
1756,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1757,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1758,Mughal's,"MF Road, West Pune",5.0,1000
1759,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1760,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1761,High Garden,"GS Bapat Road, West Pune",4.2,1000
1762,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1763,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1764,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1765,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1766,Wok Toss,TG West Pune,4.7,1000
1767,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1768,Fountain House,HG West Pune,4.4,1500
1769,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1770,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1771,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1772,Little Italy,"IS Nagar, West Pune",4.1,1500
1773,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1774,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1775,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1776,Madeline,"MS Nagar, West Pune",4.4,900
1777,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1778,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1779,Mughal's,"MF Road, West Pune",5.0,1000
1780,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1781,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1782,High Garden,"GS Bapat Road, West Pune",4.2,1000
1783,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1784,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1785,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1786,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1787,Wok Toss,TG West Pune,4.7,1000
1788,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1789,Fountain House,HG West Pune,4.4,1500
1790,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1791,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1792,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1793,Little Italy,"IS Nagar, West Pune",4.1,1500
1794,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1795,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1796,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1797,Madeline,"MS Nagar, West Pune",4.4,900
1798,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1799,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1800,Mughal's,"MF Road, West Pune",5.0,1000
1801,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1802,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1803,High Garden,"GS Bapat Road, West Pune",4.2,1000
1804,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1805,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1806,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1807,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1808,Wok Toss,TG West Pune,4.7,1000
1809,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1810,Fountain House,HG West Pune,4.4,1500
1811,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1812,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1813,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1814,Little Italy,"IS Nagar, West Pune",4.1,1500
1815,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1816,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1817,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1818,Madeline,"MS Nagar, West Pune",4.4,900
1819,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1820,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1821,Mughal's,"MF Road, West Pune",5.0,1000
1822,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1823,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1824,High Garden,"GS Bapat Road, West Pune",4.2,1000
1825,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1826,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1827,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1828,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1829,Wok Toss,TG West Pune,4.7,1000
1830,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1831,Fountain House,HG West Pune,4.4,1500
1832,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1833,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1834,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1835,Little Italy,"IS Nagar, West Pune",4.1,1500
1836,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1837,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1838,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1839,Madeline,"MS Nagar, West Pune",4.4,900
1840,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1841,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1842,Mughal's,"MF Road, West Pune",5.0,1000
1843,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1844,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1845,High Garden,"GS Bapat Road, West Pune",4.2,1000
1846,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1847,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1848,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1849,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1850,Wok Toss,TG West Pune,4.7,1000
1851,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1852,Fountain House,HG West Pune,4.4,1500
1853,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1854,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1855,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1856,Little Italy,"IS Nagar, West Pune",4.1,1500
1857,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1858,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1859,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1860,Madeline,"MS Nagar, West Pune",4.4,900
1861,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1862,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1863,Mughal's,"MF Road, West Pune",5.0,1000
1864,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1865,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1866,High Garden,"GS Bapat Road, West Pune",4.2,1000
1867,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1868,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1869,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1870,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1871,Wok Toss,TG West Pune,4.7,1000
1872,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1873,Fountain House,HG West Pune,4.4,1500
1874,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1875,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1876,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1877,Little Italy,"IS Nagar, West Pune",4.1,1500
1878,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1879,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1880,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1881,Madeline,"MS Nagar, West Pune",4.4,900
1882,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1883,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1884,Mughal's,"MF Road, West Pune",5.0,1000
1885,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1886,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1887,High Garden,"GS Bapat Road, West Pune",4.2,1000
1888,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1889,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1890,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1891,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1892,Wok Toss,TG West Pune,4.7,1000
1893,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1894,Fountain House,HG West Pune,4.4,1500
1895,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1896,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1897,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1898,Little Italy,"IS Nagar, West Pune",4.1,1500
1899,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1900,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1901,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1902,Madeline,"MS Nagar, West Pune",4.4,900
1903,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1904,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1905,Mughal's,"MF Road, West Pune",5.0,1000
1906,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1907,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1908,High Garden,"GS Bapat Road, West Pune",4.2,1000
1909,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1910,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1911,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1912,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1913,Wok Toss,TG West Pune,4.7,1000
1914,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1915,Fountain House,HG West Pune,4.4,1500
1916,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1917,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1918,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1919,Little Italy,"IS Nagar, West Pune",4.1,1500
1920,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1921,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1922,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1923,Madeline,"MS Nagar, West Pune",4.4,900
1924,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1925,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1926,Mughal's,"MF Road, West Pune",5.0,1000
1927,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1928,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1929,High Garden,"GS Bapat Road, West Pune",4.2,1000
1930,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1931,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1932,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1933,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1934,Wok Toss,TG West Pune,4.7,1000
1935,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1936,Fountain House,HG West Pune,4.4,1500
1937,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1938,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1939,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1940,Little Italy,"IS Nagar, West Pune",4.1,1500
1941,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1942,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1943,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1944,Madeline,"MS Nagar, West Pune",4.4,900
1945,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1946,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1947,Mughal's,"MF Road, West Pune",5.0,1000
1948,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1949,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1950,High Garden,"GS Bapat Road, West Pune",4.2,1000
1951,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1952,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1953,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1954,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1955,Wok Toss,TG West Pune,4.7,1000
1956,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1957,Fountain House,HG West Pune,4.4,1500
1958,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1959,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1960,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1961,Little Italy,"IS Nagar, West Pune",4.1,1500
1962,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1963,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1964,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1965,Madeline,"MS Nagar, West Pune",4.4,900
1966,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1967,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1968,Mughal's,"MF Road, West Pune",5.0,1000
1969,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1970,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1971,High Garden,"GS Bapat Road, West Pune",4.2,1000
1972,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1973,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1974,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1975,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1976,Wok Toss,TG West Pune,4.7,1000
1977,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1978,Fountain House,HG West Pune,4.4,1500
1979,Urban Tadka,"TS Nagar, West Pune",4.6,1100
1980,Pop Tate's,"TS Nagar, West Pune",4.4,1900
1981,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
1982,Little Italy,"IS Nagar, West Pune",4.1,1500
1983,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
1984,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
1985,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
1986,Madeline,"MS Nagar, West Pune",4.4,900
1987,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
1988,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
1989,Mughal's,"MF Road, West Pune",5.0,1000
1990,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
1991,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
1992,High Garden,"GS Bapat Road, West Pune",4.2,1000
1993,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
1994,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
1995,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
1996,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
1997,Wok Toss,TG West Pune,4.7,1000
1998,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
1999,Fountain House,HG West Pune,4.4,1500
2000,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2001,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2002,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2003,Little Italy,"IS Nagar, West Pune",4.1,1500
2004,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2005,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2006,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2007,Madeline,"MS Nagar, West Pune",4.4,900
2008,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2009,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
2010,Mughal's,"MF Road, West Pune",5.0,1000
2011,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2012,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2013,High Garden,"GS Bapat Road, West Pune",4.2,1000
2014,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2015,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
2016,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2017,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2018,Wok Toss,TG West Pune,4.7,1000
2019,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2020,Fountain House,HG West Pune,4.4,1500
2021,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2022,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2023,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2024,Little Italy,"IS Nagar, West Pune",4.1,1500
2025,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2026,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2027,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2028,Madeline,"MS Nagar, West Pune",4.4,900
2029,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2030,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
2031,Mughal's,"MF Road, West Pune",5.0,1000
2032,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2033,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2034,High Garden,"GS Bapat Road, West Pune",4.2,1000
2035,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2036,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
2037,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2038,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2039,Wok Toss,TG West Pune,4.7,1000
2040,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2041,Fountain House,HG West Pune,4.4,1500
2042,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2043,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2044,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2045,Little Italy,"IS Nagar, West Pune",4.1,1500
2046,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2047,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2048,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2049,Madeline,"MS Nagar, West Pune",4.4,900
2050,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2051,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
2052,Mughal's,"MF Road, West Pune",5.0,1000
2053,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2054,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2055,High Garden,"GS Bapat Road, West Pune",4.2,1000
2056,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2057,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
2058,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2059,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2060,Wok Toss,TG West Pune,4.7,1000
2061,Chimichurri,"CO Center Point Mall,Shivaji Nagar, West Pune",4.6,1400
2062,Fountain House,HG West Pune,4.4,1500
2063,Urban Tadka,"TS Nagar, West Pune",4.6,1100
2064,Pop Tate's,"TS Nagar, West Pune",4.4,1900
2065,Shahi Bhoj Thali Restaurant,"RS Nagar, West Pune",4.1,800
2066,Little Italy,"IS Nagar, West Pune",4.1,1500
2067,TGI Friday's,"FT Pavillion Mall,Shivaji Nagar, West Pune",4.2,2900
2068,The Poppa Cafe,"CS Bapat Road, West Pune",4.0,400
2069,Mamagoto,"MT Pavillion Mall,Shivaji Nagar, West Pune",4.4,1500
2070,Madeline,"MS Nagar, West Pune",4.4,900
2071,Cafe Deja Vu,"VS Nagar, West Pune",5.0,600
2072,Agent Jack's Bar,"BI Trade Tower,Senapati Bapat Road, West Pune",3.9,1200
2073,Mughal's,"MF Road, West Pune",5.0,1000
2074,The Iraj | Crazy Sizzlers,"SS Nagar, West Pune",5.0,1000
2075,Oregano,"OT Ambience Hotel,Model Colony, West Pune",4.9,1200
2076,High Garden,"GS Bapat Road, West Pune",4.2,1000
2077,La Mesa Cafe,"CS Nagar, West Pune",5.0,400
2078,S,"SK at Eternia RoofTopICC Trade Tower,Senapati Bapat Road, West Pune",3.9,2000
2079,Mad Over Donuts,"DT Pavillion Mall,Shivaji Nagar, West Pune",4.4,500
2080,NH 37 Dhaba,"DS Nagar, West Pune",4.4,1500
2081,Wok Toss,TG West Pune,4.7,1000
